#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
32,Canada,"3,771,460","+10,199","39,481 ",+129,"3,470,114","+3,565","261,865",468,"98,345","1,030","61,084,458","1,592,839","38,349,433 ",North America
33,Philippines,"3,686,375",+159,"60,439 ",+27,"3,621,244",+585,"4,692",289,"32,839",538,"29,637,969","264,018","112,257,415 ",Asia
34,Switzerland,"3,619,035",,"13,865 ",,"3,489,351",,"115,819",69,"412,624","1,581","20,851,897","2,377,430","8,770,773 ",Europe
35,Peru,"3,567,863",+692,"212,891 ",+14,N/A,N/A,N/A,295,"105,512","6,296","29,946,934","885,620","33,814,658 ",South America
36,Chile,"3,566,183","+2,533","57,580 ",+36,"3,432,369","+3,257","76,234",197,"183,660","2,965","37,153,233","1,913,405","19,417,334 ",South America
37,Greece,"3,343,565","+8,015","29,284 ",+35,"3,237,163",,"77,118",231,"323,687","2,835","80,206,153","7,764,662","10,329,639 ",Europe
38,Denmark,"2,969,194",+893,"6,207 ",+16,"2,948,237","+2,169","14,750",8,"509,328","1,065","127,255,034","21,828,992","5,829,634 ",Europe
39,Romania,"2,896,843",+831,"65,519 ",+7,"2,606,660",,"224,664",179,"152,447","3,448","22,771,264","1,198,346","19,002,238 ",Europe
40,Sweden,"2,500,917",,"18,739 ",,"2,471,212",+511,"10,966",21,"244,832","1,834","18,513,445","1,812,408","10,214,832 ",Europe
41,Iraq,"2,325,352",+65,"25,212 ",,"2,298,571",+179,"1,569",14,"55,526",602,"18,487,755","441,464","41,878,259 ",Asia
42,Serbia,"2,008,143",+589,"16,013 ",+6,"1,978,619",,"13,511",21,"231,545","1,846","9,513,479","1,096,933","8,672,795 ",Europe
43,Bangladesh,"1,952,743",+10,"29,127 ",,"1,896,531",+252,"27,085","1,297","11,644",174,"13,998,925","83,476","167,700,367 ",Asia
44,Hungary,"1,903,200",,"46,266 ",,"1,808,061",,"48,873",40,"197,934","4,812","11,355,462","1,180,973","9,615,341 ",Europe
45,Slovakia,"1,783,353",+746,"19,943 ",+5,"1,748,107","+2,076","15,303",50,"326,353","3,650","7,104,005","1,300,030","5,464,495 ",Europe
46,Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"163,078","1,352","16,670,254","1,604,604","10,389,014 ",Asia
47,Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,396","4,229","16,920,079","4,256,499","3,975,116 ",Asia
48,Pakistan,"1,528,603",+39,"30,372 ",,"1,494,141",,"4,090",108,"6,682",133,"28,212,367","123,327","228,761,407 ",Asia
49,Ireland,"1,520,327","+1,031","7,103 ",+11,"1,467,282","+3,159","45,942",39,"301,712","1,410","12,088,609","2,399,008","5,039,003 ",Europe
50,Norway,"1,427,148",+350,"3,006 ",,N/A,N/A,N/A,20,"259,527",547,"11,002,430","2,000,793","5,499,035 ",Europe
51,Kazakhstan,"1,305,557",+6,"13,660 ",,"1,291,127",+26,770,24,"68,037",712,"11,575,012","603,215","19,188,852 ",Asia
52,Hong Kong,"1,205,396",+313,"9,328 ",+3,N/A,N/A,N/A,5,"158,425","1,226","44,972,952","5,910,805","7,608,600 ",Asia
53,Singapore,"1,204,184","+1,638","1,340 ",+2,"1,142,342","+1,811","60,502",6,"202,903",226,"23,767,171","4,004,727","5,934,779 ",Asia
54,Morocco,"1,165,026",+22,"16,069 ",,"1,148,661",+66,296,293,"30,892",426,"11,237,010","297,958","37,713,387 ",Africa
55,Bulgaria,"1,158,354",+435,"36,953 ",+6,"986,992","+3,578","134,409",82,"169,042","5,393","9,871,453","1,440,566","6,852,481 ",Europe
56,Croatia,"1,124,762","+1,184","15,856 ",+8,"1,103,572",+368,"5,334",17,"277,116","3,907","4,799,675","1,182,530","4,058,818 ",Europe
57,Cuba,"1,103,488",+93,"8,527 ",,"1,094,267",+210,694,23,"97,534",754,"12,920,253","1,141,977","11,313,930 ",North America
58,Lebanon,"1,097,118",,"10,392 ",,"1,081,770",,"4,956",186,"162,071","1,535","4,795,578","708,424","6,769,363 ",Asia
59,Lithuania,"1,058,995",+212,"9,111 ",+3,"1,026,883",+900,"23,001",28,"399,226","3,435","8,257,933","3,113,126","2,652,618 ",Europe
60,Tunisia,"1,040,712",+519,"28,566 ",+16,N/A,N/A,N/A,29,"86,398","2,371","4,584,296","380,580","12,045,560 ",Africa
61,Finland,"1,023,013",,"3,939 ",,"46,000",,"973,074",24,"184,111",709,"10,720,282","1,929,318","5,556,515 ",Europe
62,Slovenia,"1,012,915","+1,642","6,602  ",+4,"993,932","+2,153","12,381",23,"487,104","3,175","2,648,772","1,273,778","2,079,462 ",Europe
63,Belarus,"981,070",+202,"6,958 ",+4,"928,536",,"45,576",,"103,887",737,"13,177,291","1,395,365","9,443,619 ",Europe
64,Nepal,"978,884",+19,"11,951 ",,"966,715",+18,218,,"32,523",397,"5,646,021","187,586","30,098,312 ",Asia
65,New Zealand,"961,262","+8,565",753 ,+22,"905,645","+9,873","54,864",,"192,172",151,"7,091,138","1,417,632","5,002,100 ",Australia/Oceania
66,Bolivia,"905,150",+53,"21,923 ",,"859,723",+360,"23,504",220,"75,649","1,832","2,700,878","225,728","11,965,203 ",South America
67,UAE,"899,441",+199,"2,302 ",,"883,160",+280,"13,979",,"88,968",228,"156,581,508","15,488,266","10,109,686 ",Asia
68,Uruguay,"895,775",,"7,197 ",,"886,654",,"1,924",18,"256,242","2,059","6,091,188","1,742,419","3,495,823 ",South America
69,Ecuador,"869,956",,"35,598 ",,N/A,N/A,N/A,759,"47,972","1,963","2,470,170","136,213","18,134,638 ",South America
70,Costa Rica,"857,290",,"8,421 ",,"836,721",,"12,148",42,"165,517","1,626","4,291,131","828,486","5,179,483 ",North America
71,Guatemala,"847,491",+706,"17,636 ",+14,"827,705",+628,"2,150",5,"45,752",952,"4,477,695","241,729","18,523,603 ",North America
72,Latvia,"823,110",,"5,777 ",,"809,733",,"7,600",8,"445,419","3,126","7,186,387","3,888,855","1,847,944 ",Europe
73,Azerbaijan,"792,585",,"9,709 ",,"782,804",,72,,"76,899",942,"6,820,672","661,759","10,306,888 ",Asia
74,Panama,"780,148","+1,838","8,189 ",+1,"764,020",+381,"7,939",8,"175,733","1,845","5,897,952","1,328,548","4,439,396 ",North America
75,Saudi Arabia,"754,464",+124,"9,094 ",+1,"742,127",+108,"3,243",50,"21,069",254,"41,930,549","1,170,960","35,808,699 ",Asia
76,Sri Lanka,"663,469",+43,"16,507 ",+1,"646,134",+3,828,,"30,747",765,"6,486,117","300,589","21,578,015 ",Asia
77,Paraguay,"649,455",,"18,870 ",,"624,673",,"5,912",2,"89,048","2,587","2,623,300","359,686","7,293,312 ",South America
78,Kuwait,"631,409",,"2,555 ",,"628,090",,764,8,"143,945",582,"8,007,805","1,825,573","4,386,460 ",Asia
79,Myanmar,"612,951",+27,"19,434 ",,"591,894",+15,"1,623",,"11,129",353,"7,989,608","145,057","55,079,184 ",Asia
80,Palestine,"581,940",,"5,353 ",,"576,242",,345,17,"109,409","1,006","3,078,533","578,785","5,318,954 ",Asia
81,Dominican Republic,"579,572",+129,"4,376 ",,"574,824",+98,372,1,"52,462",396,"3,283,648","297,229","11,047,540 ",North America
82,Estonia,"572,434",,"2,548 ",,"511,857",,"58,029",3,"430,994","1,918","3,329,716","2,506,992","1,328,172 ",Europe
83,Bahrain,"570,103",+376,"1,476 ",,"565,516",+356,"3,111",2,"314,968",815,"9,733,630","5,377,598","1,810,033 ",Asia
84,Venezuela,"522,564",+14,"5,709 ",,"515,819",+50,"1,036",230,"18,473",202,"3,359,014","118,743","28,288,101 ",South America
85,Moldova,"516,986",,"11,489 ",,"504,142",,"1,355",49,"128,707","2,860","3,216,305","800,721","4,016,759 ",Europe
86,Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,870",232,"3,693,367","34,884","105,875,571 ",Africa
87,Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,265",913,"2,477,219","351,740","7,042,747 ",Africa
88,Cyprus,"474,267",,"1,020 ",,"124,370",,"348,877",60,"387,635",834,"9,477,138","7,746,000","1,223,488 ",Asia
89,Ethiopia,"470,647",+38,"7,510 ",,"455,716",+5,"7,421",5,"3,916",62,"4,800,646","39,943","120,187,071 ",Africa
90,Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,219",646,"4,030,048","1,194,033","3,375,157 ",Asia
91,Honduras,"423,794",+19,"10,895 ",,"132,358",,"280,541",105,"41,574","1,069","1,358,559","133,275","10,193,652 ",North America
92,Armenia,"422,877",+3,"8,622 ",,"412,026",+7,"2,229",,"142,220","2,900","3,059,332","1,028,898","2,973,407 ",Asia
93,Oman,"389,126",,"4,258 ",,"384,243",,625,4,"72,804",797,"25,000,000","4,677,399","5,344,851 ",Asia
94,Bosnia and Herzegovina,"377,087",,"15,765 ",,"192,218",,"169,104",,"116,264","4,861","1,758,191","542,087","3,243,377 ",Europe
95,Réunion,"374,295",,742 ,,"355,605",,"17,948",10,"412,656",818,"1,603,660","1,768,019","907,038 ",Africa
96,Qatar,"364,826",+48,677 ,,"363,645",+72,504,3,"129,933",241,"3,452,650","1,229,662","2,807,805 ",Asia
97,Kenya,"323,806",+10,"5,649 ",,"318,034",+24,123,,"5,788",101,"3,605,860","64,455","55,944,116 ",Africa
98,Zambia,"319,755",,"3,976 ",,"315,266",,513,1,"16,543",206,"3,429,405","177,430","19,328,259 ",Africa
99,North Macedonia,"309,925",+135,"9,283 ",+1,"300,021",+85,621,,"148,772","4,456","2,025,083","972,094","2,083,217 ",Europe
100,Botswana,"305,859",,"2,688 ",,"303,026",,145,1,"125,417","1,102","2,026,898","831,126","2,438,737 ",Africa
101,Albania,"275,211",+20,"3,496 ",,"271,424",+85,291,2,"95,825","1,217","1,808,952","629,851","2,872,031 ",Europe
102,Algeria,"265,782",,"6,875 ",,"178,358",,"80,549",6,"5,867",152,"230,861","5,096","45,303,854 ",Africa
103,Nigeria,"255,766",,"3,143 ",,"249,914",,"2,709",11,"1,187",15,"5,075,820","23,552","215,511,406 ",Africa
104,Zimbabwe,"248,050",+60,"5,471 ",+1,"241,899",+38,680,12,"16,255",359,"2,264,510","148,396","15,259,935 ",Africa
105,Luxembourg,"240,132",+797,"1,068 ",+4,"229,649",+32,"9,415",1,"372,492","1,657","4,234,646","6,568,765","644,664 ",Europe
106,Uzbekistan,"238,636",+8,"1,637 ",,"236,765",+19,234,23,"6,945",48,"1,377,915","40,103","34,359,257 ",Asia
107,Montenegro,"235,484",+81,"2,716 ",,"232,117",+85,651,6,"374,848","4,323","2,456,137","3,909,726","628,212 ",Europe
108,Mozambique,"225,400",+13,"2,201 ",,"223,155",+12,44,13,"6,859",67,"1,314,422","39,999","32,861,508 ",Africa
109,Laos,"208,111",+263,745 ,,"7,660",,"199,706",,"27,862",100,"1,232,128","164,959","7,469,284 ",Asia
110,Taiwan,"202,296","+28,365",881 ,+5,"29,697",+976,"171,718",,"8,466",37,"15,009,750","628,131","23,895,881 ",Asia
111,Kyrgyzstan,"200,993",,"2,991 ",,"196,406",+1,"1,596",131,"29,902",445,"1,907,195","283,737","6,721,694 ",Asia
112,Iceland,"185,795",,119 ,,"75,685",,"109,991",,"538,057",345,"2,264,004","6,556,496","345,307 ",Europe
113,Maldives,"179,171",,298 ,,"163,687",,"15,186",25,"321,088",534,"2,213,831","3,967,354","558,012 ",Asia
114,Afghanistan,"178,901",,"7,683 ",,"161,896",,"9,322","1,124","4,413",190,"944,738","23,306","40,536,624 ",Asia
115,Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,391",74,"2,612,795","53,994","48,390,164 ",Africa
116,El Salvador,"162,089",,"4,128 ",,"150,662",,"7,299",8,"24,761",631,"1,950,448","297,948","6,546,266 ",North America
117,Ghana,"161,216",,"1,445 ",,"159,737",,34,1,"4,997",45,"2,438,498","75,582","32,262,860 ",Africa
118,Namibia,"158,940",+66,"4,025 ",,"153,662",,"1,253",,"60,541","1,533","1,009,474","384,513","2,625,331 ",Africa
119,Martinique,"153,253",,926 ,,104,,"152,223",8,"408,968","2,471","828,928","2,212,061","374,731 ",North America
120,Trinidad and Tobago,"149,532",+555,"3,843 ",+5,"137,013",+511,"8,676",18,"106,216","2,730","712,717","506,261","1,407,805 ",North America
121,Brunei ,"142,166",+87,218 ,,"141,408",,540,,"319,355",490,"717,784","1,612,396","445,166 ",Asia
122,Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,106","2,134","938,039","2,343,633","400,250 ",North America
123,Cambodia,"136,258",+1,"3,056 ",,"133,156",+12,46,,"7,948",178,"2,954,445","172,336","17,143,544 ",Asia
124,Jamaica,"130,473",+85,"2,970 ",+1,"83,874",+111,"43,629",,"43,711",995,"1,008,811","337,973","2,984,886 ",North America
125,Rwanda,"129,819",+4,"1,459 ",,"45,522",,"82,838",,"9,587",108,"5,285,642","390,339","13,541,157 ",Africa
126,Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,315",69,"1,751,774","63,109","27,757,944 ",Africa
127,Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,855",55,"1,499,795","43,170","34,741,212 ",Africa
128,Malta,"92,308",+158,703 ,+1,"87,926",+202,"3,679",4,"208,041","1,584","1,889,711","4,258,974","443,701 ",Europe
129,DRC,"87,023",,"1,337 ",,"50,930",,"34,756",,920,14,"846,704","8,955","94,555,007 ",Africa
130,Senegal,"86,010",+3,"1,966 ",,"84,025",+5,19,,"4,900",112,"1,071,480","61,042","17,553,251 ",Africa
131,Malawi,"85,795",+5,"2,634 ",,"82,069",,"1,092",67,"4,282",131,"575,161","28,705","20,036,661 ",Africa
132,Ivory Coast,"81,967",+8,799 ,,"81,132",+9,36,,"2,972",29,"1,503,708","54,529","27,576,446 ",Africa
133,French Guiana,"80,859",,395 ,,"11,254",,"69,210",2,"258,433","1,262","627,211","2,004,625","312,882 ",South America
134,Suriname,"79,393",,"1,328 ",,"49,402",,"28,663",,"133,148","2,227","236,066","395,899","596,278 ",South America
135,Channel Islands,"74,642",,171 ,,"73,655",,816,,"422,174",967,"1,252,808","7,085,858","176,804 ",Europe
136,French Polynesia,"72,765",+19,648 ,,N/A,N/A,N/A,7,"256,316","2,283",,,"283,888 ",Australia/Oceania
137,Barbados,"71,127",,399 ,,"67,374",,"3,354",,"246,951","1,385","652,229","2,264,519","288,021 ",North America
138,Eswatini,"70,833",+93,"1,398 ",+1,"69,010",+10,425,11,"59,916","1,183","1,016,801","860,086","1,182,208 ",Africa
139,Fiji,"64,646",,862 ,,"62,791",,993,,"71,167",949,"508,091","559,346","908,366 ",Australia/Oceania
140,Madagascar,"64,181",,"1,391 ",,"59,370",,"3,420",14,"2,213",48,"426,220","14,699","28,996,777 ",Africa
141,Guyana,"63,518",+27,"1,228 ",,"62,200",+51,90,1,"80,046","1,548","600,940","757,312","793,517 ",South America
142,Sudan,"62,135",+18,"4,933 ",+2,N/A,N/A,N/A,,"1,359",108,"562,941","12,311","45,727,331 ",Africa
143,New Caledonia,"60,749",,312 ,,"60,231",,206,9,"209,094","1,074","98,964","340,627","290,535 ",Australia/Oceania
144,Bhutan,"59,358",+84,21 ,,"58,856",+233,481,2,"75,404",27,"2,301,399","2,923,525","787,200 ",Asia
145,Mauritania,"58,699",+4,982 ,,"57,700",+4,17,,"12,044",201,"805,551","165,281","4,873,830 ",Africa
146,Belize,"57,561",+26,676 ,,"56,654",+14,231,6,"140,095","1,645","542,191","1,319,610","410,872 ",North America
147,Cabo Verde,"56,036",+5,401 ,,"55,564",+2,71,23,"98,817",707,"400,982","707,113","567,069 ",Africa
148,Syria,"55,833",+4,"3,150 ",,"52,243",+20,440,,"3,054",172,"146,269","8,001","18,280,493 ",Asia
149,Gabon,"47,602",,304 ,,"47,285",,13,,"20,500",131,"1,593,622","686,293","2,322,072 ",Africa
150,Papua New Guinea,"43,821",,650 ,,"43,133",,38,7,"4,733",70,"249,149","26,912","9,257,967 ",Australia/Oceania
151,Seychelles,"42,474",,166 ,,"41,727",,581,,"427,029","1,669",,,"99,464 ",Africa
152,Curaçao,"42,241",,274 ,,"41,612",,355,3,"255,504","1,657","496,693","3,004,361","165,324 ",North America
153,Andorra,"41,717",+368,153 ,,"41,021",+332,543,14,"538,339","1,974","249,838","3,224,049","77,492 ",Europe
154,Burundi,"40,552",,38 ,,773,,"39,741",,"3,234",3,"345,742","27,571","12,540,281 ",Africa
155,Mauritius,"37,714",+17,990 ,,"36,009",+47,715,,"29,565",776,"358,675","281,172","1,275,641 ",Africa
156,Mayotte,"37,363",,187 ,,"2,964",,"34,212",,"131,149",656,"176,919","621,010","284,889 ",Africa
157,Togo,"36,995",+2,273 ,,"36,702",+5,20,,"4,284",32,"731,516","84,719","8,634,650 ",Africa
158,Guinea,"36,459",,440 ,,"35,976",,43,8,"2,645",32,"660,107","47,882","13,786,163 ",Africa
159,Aruba,"34,846",,212 ,,"34,516",,118,3,"323,854","1,970","177,885","1,653,237","107,598 ",North America
160,Faeroe Islands,"34,658",,28 ,,"7,693",,"26,937",5,"704,374",569,"778,000","15,811,723","49,204 ",Europe
161,Tanzania,"33,872",,803 ,,N/A,N/A,N/A,7,539,13,,,"62,854,783 ",Africa
162,Bahamas,"33,626",+25,798 ,,"32,384",+10,444,,"84,036","1,994","229,817","574,341","400,140 ",North America
163,Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,142",321,"431,221","198,407","2,173,414 ",Africa
164,Mali,"30,874",+14,732 ,,"29,978",+5,164,,"1,448",34,"668,249","31,343","21,320,611 ",Africa
165,Haiti,"30,703",+6,835 ,,"29,555",+33,313,,"2,634",72,"132,422","11,359","11,657,604 ",North America
166,Isle of Man,"28,416",,87 ,,"26,794",,"1,535",,"330,961","1,013","150,753","1,755,821","85,859 ",Europe
167,Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,121",13,"604,310","47,562","12,705,635 ",Africa
168,Somalia,"26,485",,"1,350 ",,"13,182",,"11,953",,"1,585",81,"400,466","23,971","16,706,482 ",Africa
169,Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,175",67,"347,815","60,309","5,767,227 ",Africa
170,Saint Lucia,"23,538",+56,368 ,,"22,953",+32,217,,"127,118","1,987","143,281","773,793","185,167 ",North America
171,Timor-Leste,"22,879",+4,130 ,,"22,730",,19,,"16,767",95,"263,136","192,842","1,364,516 ",Asia
172,Cayman Islands,"22,828",+605,27 ,,"8,553",,"14,248",1,"340,016",402,"222,773","3,318,136","67,138 ",North America
173,Burkina Faso,"20,853",,382 ,,"20,439",,32,,950,17,"248,995","11,341","21,954,577 ",Africa
174,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,732",33,,,"6,769,185 ",North America
175,Gibraltar,"17,837",,102 ,,"16,579",,"1,156",,"529,712","3,029","534,283","15,866,807","33,673 ",Europe
176,South Sudan,"17,490",+3,138 ,,"13,514",,"3,838",1,"1,530",12,"385,179","33,686","11,434,551 ",Africa
177,Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,751",12,,,"9,930,626 ",Asia
178,Liechtenstein,"17,225",+13,84 ,,"17,058",+27,83,,"449,399","2,192","102,174","2,665,710","38,329 ",Europe
179,San Marino,"16,561",+37,115 ,,"16,175",+23,271,4,"486,202","3,376","152,231","4,469,233","34,062 ",Europe
180,Equatorial Guinea,"15,908",,183 ,,"15,701",,24,5,"10,694",123,"316,462","212,746","1,487,512 ",Africa
181,Solomon Islands,"15,677",,141 ,,"14,109",,"1,427",2,"21,841",196,"5,117","7,129","717,782 ",Australia/Oceania
182,Djibouti,"15,631",,189 ,,"15,427",,15,,"15,410",186,"305,941","301,609","1,014,364 ",Africa
183,Grenada,"14,984",+241,220 ,,"14,229",+118,535,4,"132,041","1,939","151,734","1,337,099","113,480 ",North America
184,CAR,"14,649",,113  ,,"6,859",,"7,677",2,"2,939",23,"81,294","16,312","4,983,839 ",Africa
185,Bermuda,"13,832",+344,131 ,,"13,289",+308,412,,"223,616","2,118","885,175","14,310,253","61,856 ",North America
186,Dominica,"12,161",,63 ,,"12,025",,73,,"168,169",871,"191,084","2,642,421","72,314 ",North America
187,Gambia,"11,995",,365 ,,"11,591",,39,,"4,720",144,"155,686","61,265","2,541,191 ",Africa
188,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,198",369,"164,926","2,895,928","56,951 ",North America
189,Monaco,"11,869",+45,54 ,,"11,672",+19,143,4,"298,569","1,358","54,960","1,382,537","39,753 ",Europe
190,Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,548","31,031,025 ",Asia
191,Tonga,"10,494",,11 ,,"9,255",,"1,228",,"97,263",102,"486,186","4,506,187","107,893 ",Australia/Oceania
192,Saint Martin,"10,462",,63 ,,"1,399",,"9,000",7,"262,363","1,580","112,382","2,818,287","39,876 ",North America
193,Samoa,"10,210",,20 ,,"1,605",,"8,585",4,"50,838",100,"73,313","365,043","200,834 ",Australia/Oceania
194,Sint Maarten,"10,065",,86 ,,"9,913",,66,10,"229,957","1,965","62,056","1,417,807","43,769 ",North America
195,Caribbean Netherlands,"9,804",+3,34 ,,"9,714",+6,56,,"367,604","1,275","30,126","1,129,584","26,670 ",North America
196,Eritrea,"9,735",+1,103 ,,"9,631",,1,,"2,677",28,"23,693","6,515","3,636,487 ",Africa
197,Niger,"8,957",+3,309 ,,"8,550",+19,98,1,347,12,"250,880","9,719","25,813,384 ",Africa
198,Guinea-Bissau,"8,210",+8,171 ,,"7,530",+2,509,6,"3,998",83,"134,817","65,658","2,053,324 ",Africa
199,Comoros,"8,100",,160 ,,"7,933",,7,,"8,964",177,,,"903,584 ",Africa
200,Sierra Leone,"7,681",,125 ,,N/A,N/A,N/A,,928,15,"259,958","31,416","8,274,588 ",Africa
201,Antigua and Barbuda,"7,654",+28,137 ,+1,"7,464",+21,53,1,"76,989","1,378","18,901","190,118","99,417 ",North America
202,Vanuatu,"7,622",+32,14 ,+1,"7,137",+114,471,3,"23,796",44,"24,976","77,974","320,311 ",Australia/Oceania
203,Liberia,"7,434",,294 ,,"5,747",,"1,393",2,"1,409",56,"139,824","26,503","5,275,742 ",Africa
204,Chad,"7,412",,193 ,,"4,874",,"2,345",,429,11,"191,341","11,066","17,290,330 ",Africa
205,St. Vincent Grenadines,"6,786",,106 ,,"6,641",,39,,"60,814",950,"98,944","886,698","111,587 ",North America
206,British Virgin Islands,"6,355",,62 ,,N/A,N/A,N/A,1,"207,680","2,026","103,049","3,367,614","30,600 ",North America
207,Turks and Caicos,"5,995",,36 ,,"5,918",,41,4,"151,091",907,"497,269","12,532,613","39,678 ",North America
